respID,qID,altID,obsID,profileID,monthlyRent,location,distanceToMetro,squareFootage,fitnessCenter,twentyFourSevenConcierge,parking,communitySpace,utilitiesIncludedInRent,image
63,5,2,501,1199,2000,1,10,700,Yes,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
63,5,3,501,642,2500,1,15,700,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
63,6,1,502,1768,1500,3,10,700,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
63,6,2,502,1613,2000,1,15,700,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
63,6,3,502,2524,1500,3,10,500,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
63,7,1,503,1917,2500,5,15,600,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
63,7,2,503,1160,2000,5,15,500,Yes,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
63,7,3,503,2,2000,1,5,500,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
63,8,1,504,1951,1500,5,5,500,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
63,8,2,504,2062,1500,1,10,600,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
63,8,3,504,416,2000,1,10,500,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
64,1,1,505,2348,2000,5,15,700,Yes,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
64,1,2,505,1059,2500,3,5,500,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
64,1,3,505,2504,2000,1,15,700,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
64,2,1,506,102,2500,1,15,500,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
64,2,2,506,92,2000,1,10,500,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
64,2,3,506,1900,1500,1,10,600,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
64,3,1,507,1716,2500,3,10,500,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
64,3,2,507,586,1500,1,15,500,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
64,3,3,507,203,2000,3,10,600,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
64,4,1,508,902,2000,1,10,500,No,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
64,4,2,508,994,1500,3,15,500,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
64,4,3,508,2180,2000,1,15,700,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
64,5,1,509,2205,2500,5,10,500,No,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
64,5,2,509,647,2000,5,15,700,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
64,5,3,509,2425,1500,3,15,700,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
64,6,1,510,2392,1500,5,10,600,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
64,6,2,510,1486,1500,1,5,600,Yes,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
64,6,3,510,2521,1500,1,10,500,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
64,7,1,511,739,1500,1,10,500,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
64,7,2,511,1012,1500,3,10,600,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
64,7,3,511,1609,1500,5,10,700,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
64,8,1,512,97,1500,5,10,500,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
64,8,2,512,47,2000,1,15,600,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
64,8,3,512,698,2000,3,15,600,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
65,1,1,513,323,2000,5,15,700,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
65,1,2,513,453,2500,1,15,600,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
65,1,3,513,926,2000,5,5,600,No,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
65,2,1,514,1795,1500,3,10,500,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
65,2,2,514,2244,2500,1,5,700,No,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
65,2,3,514,1110,2500,1,5,700,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
65,3,1,515,995,2000,3,15,500,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
65,3,2,515,2184,2500,3,15,700,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
65,3,3,515,737,2000,5,5,500,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
65,4,1,516,1896,2500,3,5,600,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
65,4,2,516,795,2500,1,10,700,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
65,4,3,516,735,2500,3,5,500,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
65,5,1,517,1927,1500,1,10,700,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
65,5,2,517,2352,2500,1,5,500,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
65,5,3,517,414,2500,5,5,500,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
65,6,1,518,1217,2000,1,5,500,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
65,6,2,518,886,1500,3,15,700,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
65,6,3,518,1560,2500,1,15,500,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
65,7,1,519,129,2500,1,15,600,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
65,7,2,519,2319,2500,3,15,600,Yes,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
65,7,3,519,1871,2000,5,5,500,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
65,8,1,520,1656,2500,5,5,600,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
65,8,2,520,2080,1500,1,5,700,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
65,8,3,520,1716,2500,3,10,500,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
66,1,1,521,2324,2000,1,5,700,Yes,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
66,1,2,521,1241,2000,5,15,500,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
66,1,3,521,1508,2000,3,15,600,Yes,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
66,2,1,522,827,2000,5,10,500,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
66,2,2,522,1375,1500,5,15,700,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
66,2,3,522,2181,2500,1,15,700,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
66,3,1,523,1003,1500,3,5,600,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
66,3,2,523,403,1500,5,15,700,Yes,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
66,3,3,523,1733,2000,3,5,600,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
66,4,1,524,1666,1500,1,15,600,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
66,4,2,524,1158,2500,3,15,500,Yes,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
66,4,3,524,2251,1500,1,10,700,No,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
66,5,1,525,1857,2500,1,15,700,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
66,5,2,525,2003,2000,3,5,700,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
66,5,3,525,1138,1500,3,5,500,Yes,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
66,6,1,526,1730,2000,1,5,600,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
66,6,2,526,1241,2000,5,15,500,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
66,6,3,526,1404,2500,5,15,500,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
66,7,1,527,537,2500,3,15,600,Yes,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
66,7,2,527,2482,1500,5,15,600,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
66,7,3,527,2082,2500,1,5,700,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
66,8,1,528,1922,2000,3,5,700,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
66,8,2,528,765,2500,5,5,600,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
66,8,3,528,2408,2000,3,5,700,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
67,1,1,529,493,1500,5,5,500,Yes,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
67,1,2,529,1862,2000,5,15,700,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
67,1,3,529,2455,1500,5,15,500,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
67,2,1,530,1075,1500,3,15,500,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
67,2,2,530,1969,1500,5,15,500,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
67,2,3,530,299,2000,1,5,700,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
67,3,1,531,477,2500,5,10,700,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
67,3,2,531,468,2500,5,5,700,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
67,3,3,531,1474,1500,5,10,500,Yes,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
67,4,1,532,1277,2000,5,5,700,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
67,4,2,532,974,2000,1,5,500,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
67,4,3,532,1399,1500,3,15,500,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
67,5,1,533,2034,2500,5,5,500,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
67,5,2,533,1247,2000,3,5,600,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
67,5,3,533,1545,2500,3,5,500,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
67,6,1,534,103,1500,3,15,500,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
67,6,2,534,854,2000,5,10,600,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
67,6,3,534,69,2500,3,10,700,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
67,7,1,535,149,2000,3,10,700,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
67,7,2,535,151,1500,5,10,700,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
67,7,3,535,2283,2500,3,10,500,Yes,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
67,8,1,536,648,2500,5,15,700,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
67,8,2,536,119,2000,1,10,600,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
67,8,3,536,1953,2500,5,5,500,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
68,1,1,537,433,1500,1,5,600,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
68,1,2,537,64,1500,1,10,700,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
68,1,3,537,1280,2000,1,10,700,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
68,2,1,538,1003,1500,3,5,600,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
68,2,2,538,1385,2000,5,5,500,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
68,2,3,538,1135,1500,1,5,500,Yes,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
68,3,1,539,702,2500,5,15,600,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
68,3,2,539,883,1500,1,15,700,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
68,3,3,539,331,1500,5,5,500,Yes,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
68,4,1,540,1316,2000,1,15,500,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
68,4,2,540,702,2500,5,15,600,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
68,4,3,540,538,1500,5,15,600,Yes,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
68,5,1,541,178,1500,5,10,500,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
68,5,2,541,796,1500,3,10,700,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
68,5,3,541,1112,2000,3,5,700,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
68,6,1,542,2059,1500,5,5,600,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
68,6,2,542,218,2000,1,5,700,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
68,6,3,542,1889,2000,5,15,500,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
68,7,1,543,2210,2000,3,15,500,No,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
68,7,2,543,1944,2500,5,15,700,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
68,7,3,543,2529,2500,5,10,500,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
68,8,1,544,1456,1500,5,15,700,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
68,8,2,544,2156,2000,3,15,600,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
68,8,3,544,920,2000,1,5,600,No,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
69,1,1,545,775,1500,1,15,600,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
69,1,2,545,622,1500,1,5,700,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
69,1,3,545,1572,2500,3,5,600,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
69,2,1,546,987,2500,3,10,500,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
69,2,2,546,594,2500,5,15,500,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
69,2,3,546,1594,1500,1,5,700,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
69,3,1,547,1431,2500,5,15,600,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
69,3,2,547,2336,2000,3,10,700,Yes,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
69,3,3,547,429,2500,3,15,500,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
69,4,1,548,1703,2000,1,5,500,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
69,4,2,548,2555,2000,5,10,600,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
69,4,3,548,1645,1500,5,15,500,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
69,5,1,549,3,2500,1,5,500,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
69,5,2,549,2409,2500,3,5,700,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
69,5,3,549,1433,2000,1,5,700,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
69,6,1,550,1752,2500,3,15,600,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
69,6,2,550,1136,2000,1,5,500,Yes,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
69,6,3,550,1771,1500,5,10,700,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
69,7,1,551,56,2000,1,5,700,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
69,7,2,551,874,1500,1,10,700,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
69,7,3,551,1423,1500,1,15,600,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
69,8,1,552,1057,1500,3,5,500,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
69,8,2,552,1096,1500,5,10,600,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
69,8,3,552,346,1500,3,15,500,Yes,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
70,1,1,553,2084,2000,3,5,700,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
70,1,2,553,721,1500,1,15,700,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
70,1,3,553,1910,2000,1,15,600,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
70,2,1,554,133,1500,5,15,600,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
